71.33,363.84
51.59,278.42
70.91,375.05
43.99,246.54
62.94,314.87
9.7,35.18
13.26,59.42
87.46,432.51
12.67,48.09
55.72,292.44
63.31,322.76
37.98,223.67
4.6,31.57
31.39,155.66
22.87,108.17
64.03,313.78
31.76,169.33
92.19,448.94
61.96,307.91
19.84,114.09
92.54,472.95
18.91,124.32
87.12,470.11
71.98,391.5
6.47,30.8
90.5,477.52
21.16,86.0
23.42,157.01
30.0,172.58
0.86,16.68
54.9,257.57
6.34,39.36
92.47,477.82
46.47,237.92
51.44,255.67
48.59,241.59
56.95,324.49
73.68,361.55
8.19,45.27
36.37,172.66
23.99,154.5
55.3,311.28
43.24,220.6
73.88,377.41
90.09,479.75
86.59,438.09
27.2,158.94
65.4,322.09
77.35,416.59
16.06,112.29
53.6,299.5
14.39,110.83
72.61,399.89
36.43,218.38
55.55,265.13
44.08,217.88
69.69,383.19
62.46,317.0
84.88,424.0
62.13,317.46
70.64,343.8
15.54,60.67
99.41,525.09
54.83,273.78
22.11,144.52
58.43,274.62
17.05,103.37
89.84,463.71
66.11,322.46
23.35,153.57
86.59,438.91
38.07,210.64
43.39,199.29
84.4,443.72
65.39,361.12
76.95,410.77
51.32,248.28
31.39,161.1
15.86,72.16
63.79,327.1
27.78,134.38
5.87,63.62
96.08,515.93
14.95,78.33
42.09,242.87
37.24,176.33
80.03,398.54
26.55,143.55
12.87,95.25
94.25,494.02
94.59,484.79
30.42,160.88
47.33,237.63
66.47,327.47
24.67,156.7
84.41,460.1
97.71,527.72
56.01,266.11
64.56,317.04
42.93,247.95
28.97,173.03
69.24,356.63
31.71,154.78
93.85,485.87
47.33,275.15
77.74,403.49
57.17,308.56
81.04,426.51
95.7,479.08
73.66,370.55
6.66,70.53
79.66,436.64
86.01,446.22
89.96,477.19
86.25,455.89
50.0,233.79
0.18,30.24
96.48,496.71
89.88,459.08
56.06,296.95
9.13,79.75
99.21,484.39
55.11,310.36
47.87,257.25
10.18,55.39
59.07,316.07
37.53,210.67
47.92,269.13
63.72,352.54
11.54,89.76
26.18,155.4
6.98,39.69
32.34,189.34
78.55,432.72
13.56,84.87
77.46,398.41
88.71,446.02
43.42,253.12
72.68,346.92
30.43,175.25
16.76,92.14
80.15,414.15
64.87,308.02
68.62,337.51
39.09,188.53
72.63,364.4
34.16,197.75
46.39,238.26
5.54,43.85
95.67,459.14
84.64,436.29
85.58,461.55
77.17,406.95
2.47,40.59
79.13,401.93
63.41,343.9
92.51,460.19
62.69,301.62
99.27,510.89
55.78,268.87
51.24,288.87
0.34,39.23
67.49,319.1
67.65,325.81
3.43,50.12
61.97,290.07
4.15,34.53
82.7,407.88
13.38,73.26
39.45,234.66
7.87,36.27
57.54,319.92
18.12,76.22
81.23,398.81
56.1,275.52
56.05,265.29
3.44,43.14
22.49,110.79
88.08,440.63
11.22,50.83
66.98,341.97
41.13,205.51
67.13,359.13
39.06,190.54
75.31,369.94
4.62,34.92
60.65,333.84
82.55,440.48
20.2,89.28
80.8,439.89
85.76,436.99
44.54,262.24
3.29,22.28
70.59,352.42
72.94,359.93
9.85,61.06
38.53,188.05
64.97,330.2
73.49,395.86
11.34,45.67
39.03,222.24
79.55,415.0
91.07,473.75
72.65,395.72
84.31,421.82
66.54,336.61
62.67,307.24
28.91,180.94
18.21,100.84
35.81,206.34
30.81,148.35
88.57,456.47
24.55,103.94
31.28,165.84
56.86,322.77
69.17,382.14
15.19,70.24
20.93,94.48
99.19,497.02
44.82,255.37
79.64,435.12
58.62,305.04
36.87,174.0
43.56,244.63
1.14,11.43
94.19,485.07
19.13,127.98
55.83,315.83
58.67,278.75
62.19,335.77
36.62,209.17
89.34,455.86
14.48,65.88
16.48,113.31
96.36,487.01
62.87,347.22
89.22,480.67
31.49,172.87
70.52,368.5
20.19,116.81
79.93,425.08
4.02,19.25
50.11,268.4
38.17,229.83
63.06,309.15
54.98,265.24
51.43,273.74
75.42,359.0
39.41,199.89
83.26,441.01
20.27,133.21
21.74,144.26
91.32,478.81
61.09,337.9
12.26,76.02
88.52,478.94
87.3,420.59
83.94,432.12
57.43,319.78
0.55,5.05
34.96,167.19
92.52,451.63
29.0,158.1
29.71,177.58
35.88,194.79
94.87,454.73
51.6,279.06
32.91,163.11
63.6,356.46
91.7,446.99
0.92,31.29
8.66,73.2
6.38,29.42
93.94,474.7
93.09,446.42
30.12,140.59
90.69,485.19
52.55,254.42
38.67,221.87
60.8,317.22
28.87,148.82
57.77,291.18
89.44,434.63
90.09,468.93
57.56,326.55
63.91,312.53
23.13,131.69
68.08,360.48
56.25,272.22
54.35,274.54
44.61,215.54
71.05,352.69
85.29,416.91
18.87,125.86
35.25,162.58
74.27,388.98
83.67,450.58
84.71,437.83
93.72,455.72
18.25,110.6
44.53,245.49
73.24,352.97
23.72,114.64
5.18,32.37
46.85,243.11
53.76,271.56
72.88,345.86
29.55,144.95
24.27,102.77
52.36,261.86
89.52,484.99
96.92,480.42
30.71,186.27
15.38,92.8
42.94,202.48
5.36,27.4
31.01,136.72
96.09,505.33
60.35,293.26
97.4,494.64
21.14,92.04
56.38,314.96
97.41,495.71
26.08,159.01
99.28,504.65
96.37,505.91
18.38,128.56
21.77,129.14
61.47,336.91
6.92,45.81
36.12,179.37
57.24,308.49
52.49,283.1
39.45,183.92
63.28,303.16
23.14,140.31
75.54,370.13
82.95,432.44
24.0,115.19
58.01,311.57
27.18,128.48
89.67,451.9
74.59,383.54
38.58,219.65
7.66,70.45
43.25,213.77
37.46,209.54
1.87,36.41
72.14,358.32
87.74,450.78
45.4,246.49
70.73,347.29
67.99,358.11
26.25,141.53
83.6,411.09
5.63,59.31
38.31,190.86
67.49,342.64
85.27,429.53
34.46,169.33
84.43,461.26
11.91,95.34
69.98,374.88
61.26,302.69
43.05,195.47
42.62,203.76
39.63,214.09
81.91,410.11
16.94,77.69
29.21,183.51
10.05,52.9
80.71,389.66
2.58,46.52
17.61,123.17
23.92,137.79
54.42,292.28
14.45,74.35
82.49,419.15
79.49,403.47
57.19,270.81
71.9,394.77
42.1,200.85
99.79,537.8
98.44,516.21
31.89,166.35
4.73,21.83
90.05,472.86
15.88,90.63
19.61,98.38
71.64,395.23
98.33,506.26
89.19,444.86
93.57,449.01
67.92,328.4
0.58,39.96
36.54,197.17
71.35,386.39
39.85,179.45
84.03,418.42
90.9,471.93
80.63,426.23
10.89,40.36
89.82,474.74
89.54,448.17
36.23,164.77
8.5,78.19
54.12,279.72
11.33,80.37
32.24,191.82
90.48,487.13
73.94,351.46
34.04,170.93
16.56,121.5
0.87,20.82
15.87,72.86
66.23,312.8
80.26,423.67
91.82,473.27
70.47,340.74
8.73,33.9
17.88,86.9
40.66,210.58
16.88,72.94
7.98,47.64
50.33,253.13
39.74,210.07
74.04,404.96
20.29,113.2
87.18,445.91
51.93,253.99
70.8,376.02
56.14,288.62
63.87,320.36
60.93,302.58
79.24,411.79
16.33,119.25
0.31,-7.66
89.12,472.89
51.13,261.47
43.68,218.77
96.88,503.86
85.83,463.18
25.08,149.87
13.51,49.24
58.02,323.82
20.11,123.09
35.19,178.8
80.07,385.47
86.85,417.34
35.68,200.46
3.22,54.65
0.24,23.66
49.72,231.76
3.38,54.59
23.12,124.94
2.96,52.94
72.52,354.07
58.46,280.07
7.03,51.48
88.22,440.04
34.88,180.53
13.91,82.88
51.86,242.8
12.92,67.52
25.05,110.19
19.13,90.01
0.23,-11.97
86.95,450.2
56.3,312.74
92.5,491.93
22.25,95.43
7.06,68.48
9.19,78.61
73.7,353.07
64.08,357.12
70.88,388.0
89.03,473.11
56.89,286.99
47.25,259.25
6.6,18.34
97.7,506.26
25.57,143.6
71.61,357.26
74.6,397.62
7.14,39.5
18.83,113.85
49.94,241.2
28.93,184.49
93.83,469.8
9.25,85.29
16.65,89.62
56.94,265.04
54.75,292.87
72.65,369.77
67.8,332.21
64.66,331.31
58.65,281.28
78.44,386.34
81.18,395.39
69.75,370.29
34.89,170.94
48.43,224.81
10.38,43.71
32.24,173.44
50.91,291.37
23.23,101.51
70.24,333.42
48.71,265.39
81.61,419.46
81.22,410.32
80.89,419.83
94.26,462.91
42.07,234.91
67.9,362.74
19.32,82.34
87.11,434.7
20.09,90.49
54.76,275.35
96.25,520.56
16.8,108.28
8.71,36.92
14.65,75.55
18.4,87.93
82.65,403.66
20.15,125.45
67.14,348.33
95.18,479.33
73.81,355.38
73.45,390.76
4.16,26.76
99.02,534.59
31.99,147.63
96.18,471.18
47.39,273.28
87.29,464.52
29.09,145.3
93.66,453.24
86.02,414.75
92.4,488.5
74.7,400.34
9.84,64.65
0.18,17.22
32.58,145.76
28.85,175.59
52.24,249.28
43.01,243.92
58.0,326.15
29.86,173.28
38.78,228.69
38.72,176.85
34.26,201.89
80.38,423.7
37.38,169.32
7.64,67.44
55.61,314.06
71.67,379.34
81.73,407.9
44.41,221.51
37.47,172.7
27.34,159.56
1.81,43.73
0.55,7.67
61.35,306.71
78.98,420.36
44.91,259.25
59.44,281.39
39.11,225.99
11.3,71.65
96.99,495.45
89.39,465.09
15.26,57.06
9.02,33.03
98.46,492.43
21.05,105.96
86.31,456.63
64.05,321.6
25.61,118.62
14.67,98.37
62.6,341.56
72.8,387.43
27.86,152.77
88.73,428.08
57.05,307.64
86.14,438.26
16.49,115.42
99.49,500.99
38.85,199.3
83.93,443.6
35.69,158.57
97.49,491.9
20.68,95.28
31.83,184.58
76.57,388.22
0.92,20.41
11.39,42.58
95.62,478.55
16.92,94.74
25.63,136.25
94.76,507.93
31.88,175.8
37.9,169.66
33.05,188.88
21.05,140.26
68.75,324.85
84.77,407.88
28.09,171.11
80.15,412.2
76.35,386.77
23.91,156.27
53.9,302.69
77.94,370.08
75.18,411.48
55.92,310.49
69.97,389.28
23.32,106.46
95.79,473.23
94.4,486.92
22.97,104.17
18.21,117.19
45.53,245.75
61.47,333.19
39.07,180.36
10.41,63.97
34.33,159.8
95.55,473.21
92.38,484.25
79.21,431.66
68.36,332.46
74.97,386.96
35.03,171.85
95.75,506.27
62.28,328.82
0.63,-2.53
81.28,387.31
28.42,166.76
97.05,488.26
93.49,462.05
69.9,337.04
34.17,186.05
51.51,245.83
2.5,0.72
24.38,111.35
84.34,431.05
73.97,396.48
81.22,396.17
7.82,19.33
97.08,514.02
16.55,109.98
87.7,442.22
33.46,147.96
47.71,270.67
87.37,439.34
80.55,439.54
82.22,394.89
10.87,56.29
30.63,136.99
82.88,430.01
25.75,117.58
79.66,413.37
75.99,391.35
0.29,1.05
75.67,402.97
59.08,329.93
64.97,354.74
18.63,107.12
23.21,135.82
49.37,279.95
98.56,515.15
38.9,177.91
68.7,372.24
82.91,448.83
41.71,195.2
18.24,129.41
16.9,65.56
56.09,298.91
52.57,291.64
28.05,146.65
46.22,231.9
0.52,-1.07
56.69,300.85
72.35,380.49
84.85,437.2
22.2,132.25
42.97,201.87
71.57,385.75
54.72,278.29
92.87,459.91
38.63,207.13
92.98,481.2
47.22,239.65
24.67,159.04
96.42,515.67
54.1,304.32
93.36,448.42
55.27,309.25
51.72,293.61
70.27,376.33
62.53,348.34
63.52,327.57
65.69,324.78
90.61,455.68
77.17,421.73
48.19,261.67
45.28,221.78
48.76,231.23
44.49,251.1
11.85,90.87
87.02,424.47
79.74,381.67
74.27,366.51
65.68,313.33
86.8,470.47
39.2,191.37
91.23,444.45
46.26,269.75
75.6,371.69
3.26,14.49
92.34,462.54
26.68,117.91
22.55,96.83
39.23,211.38
25.52,157.69
95.44,482.92
34.94,162.47
26.71,117.59
89.78,479.26
47.6,239.65
46.65,221.12
68.85,372.29
19.0,106.1
84.65,455.8
73.76,395.24
0.33,2.96
1.58,-0.21
38.28,227.2
56.75,297.9
38.79,203.99
74.53,385.22
25.28,114.35
24.08,153.38
97.22,481.69
67.33,319.76
14.98,60.27
93.79,494.13
75.4,405.13
59.9,292.63
99.91,535.45
56.93,276.94
87.86,468.84
41.21,215.79
34.74,178.35
13.53,76.73
29.41,142.76
59.23,327.2
22.33,122.68
16.49,88.06
14.2,66.45
41.24,224.85
98.82,483.28
72.78,403.32
76.79,378.59
5.82,62.78
56.86,266.89
37.93,224.05
5.16,51.13
64.7,338.51
93.6,493.41
27.04,146.13
29.11,175.39
34.05,199.41
94.81,478.92
7.66,58.26
81.26,395.34
5.85,25.43
38.5,172.89
4.57,24.38
34.08,176.66
96.24,484.95
